RCN;Code;Title;ShortTitle;Language
12617;INFRA-2010-1.1.13;Facilities for high throughput DNA sequencing and human genotyping.;;en
12618;INFRA-2010-1.1.14;High throughput facilities for proteome analysis.;;en
12619;INFRA-2010-1.1.15;Good Manufacturing Practices (GMP) facilities for advanced gene and cell therapy research.;;en
12620;INFRA-2010-1.1.16;Research Infrastructures for Atmospheric Research.;;en
12621;INFRA-2010-1.1.17;Sites and experimental platforms for long-term ecosystem research.;;en
12622;INFRA-2010-1.1.18;Research Infrastructures for native seed conservation.;;en
12623;INFRA-2010-1.1.19;Research Infrastructures for Polar research.;;en
12624;INFRA-2010-1.1.20;Research Infrastructures for Coastal Research, including for Integrated Coastal Zone Management and Planning.;;en
12625;INFRA-2010-1.1.21;Research Infrastructures for water resource observation, water resource management, hydrological observation.;;en
12626;INFRA-2010-1.1.22;Research Infrastructures for Solar Energy: Photovoltaic Power.;;en
12627;INFRA-2010-1.1.23;Research Infrastructures for offshore renewable energy devices: ocean-, current-, wave- and wind energy.;;en
12628;INFRA-2010-1.1.24;Infrastructures for research on biomass conversion and biorefinery.;;en
12629;INFRA-2010-1.1.25;Research Infrastructures and services for engineering and improved production processes.;;en
12630;INFRA-2010-1.1.26;Research Infrastructures for experimental hydraulic research.;;en
12631;INFRA-2010-1.1.27;Research Infrastructures for earthquake hazard.;;en
12632;INFRA-2010-1.1.28;Infrastructures for Mathematics and its interfaces with science, technology and society at large.;;en
12633;INFRA-2010-1.1.29;Advanced Digital Visualisation Facilities.;;en
12634;INFRA-2010-1.1.30;Research Infrastructure for advanced spectroscopy, scattering/diffraction and imaging of materials.;;en
12635;INFRA-2010-1.1.31;Research Infrastructures for processing, analysis and characterisation (physico-chemical properties, health and environmental impact) of engineered nanomaterials, nanoparticles and nanostructures.;;en
12636;INFRA-2010-1.1.32;Research Infrastructures for Nuclear Physics.;;en
12637;INFRA-2010-1.1.33;Detectors for future accelerators.;;en
12638;INFRA-2010-1.1.34;Research Infrastructures for dark matter search, neutrinos, gravitational waves.;;en
12639;INFRA-2010-1.1.35;Research Infrastructures for high energy astrophysics.;;en
12640;INFRA-2010-1.2.1;Distributed computing infrastructure (DCI);;en
12641;INFRA-2010-1.2.2;Simulation software and services;;en
12642;INFRA-2010-1.2.3;Virtual Research Communities;;en
12643;INFRA-2010-2.2.2;EPOS (Infrastructure for the study of tectonics and Earth surface dynamics).;;en
12644;INFRA-2010-2.2.3;SIAEOS (Upgrade of the Svalbard Integrated Arctic Earth Observing System).;;en
12645;INFRA-2010-2.2.1;EISCAT_3D Upgrade (Upgrade of the EISCAT facility for ionospheric and space weather research).;;en
12646;INFRA-2010-2.2.4;ECCSEL (European Carbon Dioxide and Storage Laboratory).;;en
12647;INFRA-2010-2.2.5;EMBRC (European marine biological resource centre).;;en
12648;INFRA-2010-2.2.6;EU-OPENSCREEN (European Infrastructure of Open Screening Platforms for chemical biology).;;en
12649;INFRA-2010-2.2.7;EuroBioImaging (Research infrastructure for imaging technologies in biological and biomedical sciences).;;en
12650;INFRA-2010-2.2.8;High Security BLS4 Laboratory (Upgrade of the High Security Laboratories for the study of level 4 pathogens).;;en
12651;INFRA-2010-2.2.9;EMFL (European Magnetic Field Laboratory).;;en
12652;INFRA-2010-2.2.10;CTA (Cherenkov Telescope Array for Gamma-ray astronomy).;;en
12653;INFRA-2010-2.2.11;One project in the European strategy for particle physics (CERN Council);;en
12654;INFRASTR-2.3;Construction of new infrastructures - implementation phase;;en
12655;INFRA-2010-2.3.1;First implementation phase of the European High Performance Computing (HPC) service PRACE;;en
12656;INFRA-2010-3.1;"ERA-NET supporting cooperation for research infrastructures in all S&amp;T fields.";;en
12657;INFRA-2010-3.2;"Studies, conferences and coordination actions supporting policy development, including international cooperation, for research infrastructures in all S&amp;T fields.";;en
12658;INFRA-2010-3.3;Coordination actions, conferences and studies supporting policy development, including international cooperation, for e-Infrastructures.;;en
12659;SME-2010-1;Research for SMEs;;en
12660;INCO.2010-1.1;"Bi-regional coordination of S&amp;T cooperation including priority setting and definition of S&amp;T cooperation policies";;en
12661;INCO.2010-2.1;Algeria;;en
12662;INCO.2010-3.1;Africa;;en
12663;INCO.2010-3.2;Brazil, Canada, China, Japan, USA;;en
12664;INCO-6;Reinforcing cooperation with Europe's neighbours in the context of the ERA;;en
12665;INCO.2010-6.1;Eastern Europe and South Caucasus: Moldova, Georgia, Ukraine, Belarus, Armenia, Azerbaijan;;en
12666;INCO.2010-6.2;Mediterranean Partner Countries: Morocco, Algeria, Tunisia, Libya, Egypt, Jordan, Palestinian-administered Areas, Lebanon, Syria;;en
12667;REGPOT-2010-1;Any research topic covered by the EC FP7;;en
12668;REGPOT-5;Unlocking and developing the Research Potential of research entities established in the Western Balkan Countries´ regions equivalent to convergence Regions;;en
12669;REGPOT-2010-5-1;All thematic priorities’ domains of the FP7;;en
12670;SiS-2010-1.1.1.1;The role of Ethics under EU policy and law: the EU as a global actor;;en
12671;SiS-2010-1.1.1.2;The role of Ethics under EU policy and law: EU policy in the making;;en
12672;SiS-2010-1.1.1.3;Expert group: Dealing with ethical and regulatory challenges to science and research policy at the global level;;en
12673;SiS-2010-1.2.2.1;Action to investigate ethics capacity-building methodology;;en
12674;SiS-2007-1.2.3.1-CT;Framing deliberative processes fostering sustainable consumption and production;;en
12675;SiS-2007-1.2.3.2-CT;"Framing the deliberative process on the responsible development of Nanosciences and Nanotechnologies (NS&amp;T)";;en
12676;SIS-2010-1.3.3.1;Assessing how research outputs at individual researcher level are evaluated and measured;;en
12677;SiS-2010-1.4.1;Operational phase of the Data Collection Network on research-intensive universities providing full data-collection services;;en
12678;SiS-2010-1.4.2;The role of universities in the process towards a knowledge-based society;;en
12679;SiS-2010-1.4.3;Study on the evolving role of universities in the production, diffusion and use of knowledge;;en
12680;SiS-2010-1.0.1;Mobilisation and Mutual Learning Actions;;en
12681;SiS-2010-2.1.1.1;Implementing structural change in research organisations/universities;;en
12682;SiS-2010-2.1.3.1;Women in Science: Euro-Mediterranean Cooperation;;en
12683;SiS-2010-2.1.3.2;She Figures 2012;;en
12684;SiS-2010-2.2.1.1;Supporting and coordinating actions on innovative methods in science education: teacher training on inquiry based teaching methods on a large scale in Europe;;en
12685;SiS-2010-2.2.2.1;"Reinforcing links between science education and S&amp;T careers in the private sector through reinforcing the partnership industry/education";;en
12686;SiS-2010-2.2.2.2;Lindau Foundation event to bring together young researchers with distinguished scientists as role models - Grant to named recipient;;en
12687;SiS-2010-2.2.3.1;Science curricula and their objectives: balancing the needs between training for future scientists and broader societal needs;;en
12688;SiS-2010-3.0.1.1;Conference on Science Media under the Spanish Presidency 2010;;en
12689;SiS-2010-3.0.3.1;Science and the Arts: an experimental approach;;en
12690;SiS-2010-3.0.3.2;Euroscience Open Forum 2010;;en
12691;SiS-2010-3.0.5.1;European Union Contest for Young Scientists (EUCYS) 2010: Grant to an Identified Beneficiary;;en
12692;SiS-2007-4.0.1.1;Trans-national cooperation among National Contact Points (NCPs) for Science and Society;;en
12693;SiS-2010-4.0.0.1;Studies to assist the European Research Area Board;;en
12694;SiS-2010-4.0.0.2;European Research Area Board Conference under the Spanish Presidency;;en
12695;SiS-2010-4.0.0.3;Supporting specific tasks of the network of Science in Society National Contact Points;;en
12696;SiS-2010-4.0.0.4;Ex-Post and ex-ante impact assessments of Science in Society Actions;;en
12697;FP7-PEOPLE-2010-ITN;"Marie-Curie Action: ""Initial Training Networks""";;en
12698;FP7-PEOPLE-2010-IEF;"Marie-Curie Action: ""Intra-European fellowships for career development""";;en
12699;FP7-PEOPLE-2010-ERG;"Marie-Curie Action: ""European Re-Integration Grants""";;en
12700;FP7-PEOPLE-2010-IRG;"Marie-Curie Action: ""International Re-Integration Grants""";;en
12701;FP7-PEOPLE-2010-COFUND;"Marie-Curie Action: ""Co-funding of regional, National and International Programmes""";;en
12702;FP7-PEOPLE-2010-IOF;"Marie Curie Action: ""International Outgoing Fellowships for Career Development""";;en
12703;FP7-PEOPLE-2010-IIF;"Marie Curie Action: ""International Incoming Fellowships""";;en
12704;FP7-PEOPLE-2010-IRSES;"Marie Curie Action ""International Research Staff Exchange Scheme""";;en
12705;FP7-PEOPLE-2010-NIGHT;"Marie-Curie Action: ""Researchers' Night""";;en
12706;ENV.2010.1.1.2-1;Atmospheric chemistry and climate change interactions;;en
12707;ENV.2010.1.1.2-2;Networking activities on atmospheric composition and climate change for research collaboration and policy making;;en
12708;ENV.2010.1.1.3-1;Changes in carbon uptake and emissions by oceans in a changing climate;;en
12709;ENV.2010.1.1.4-1;Underpinning work to enable provision of local scale climate information (annual to decadal timescales);;en
12710;ENV.2010.1.1.5-1;Impact of ocean acidification in the Mediterranean in a changing climate;;en
12711;ENV.2010.1.1.6-1;Climate change mitigation options linked to deforestation and agriculture in the context of a post-2012 international agreement on climate change;;en
12712;ENV.2010.1.1.6-2;Explore climate policy scenarios for developing countries and/or emerging economies;;en
12713;ENV.2010.1.1.6-3;Quantifying the costs of mitigating climate change by means of activities involving joint climate and economic modelling;;en
12714;ENV.2010.1.2.1-1;The effect of environmental change on the occurrence and distribution of water related vector-borne diseases in Africa;;en
12715;ENV.2010.1.2.2-1;Indoor air pollution and health risks of modern office buildings;;en
12716;ENV.2010.1.2.2-2;Human health and environmental effects of exposure to pharmaceuticals released into the environment;;en
12717;ENV.2010.1.2.3-1;Exposure models to assess the risks to operators, workers, residents and bystanders from exposure to plant protection products (PPPs);;en
12718;ENV.2010.1.2.3-2;Greenhouse gas emission reduction policies and their impacts on public health and well-being in urban areas;;en
12719;ENV.2010.1.3.2-1;Building a culture of risk prevention in Europe;;en
12720;ENV.2010.1.3.3-1;Early warning and forecasting systems to predict climate related drought vulnerability and risks in Africa;;en
12721;ENV.2010.1.3.4-1;New methodologies for multi-hazard and multi-risk assessment;;en
12722;ENV.2010.1.3.4-2;Social science research, natural hazards and decision making process;;en
12723;ENV.2010.2.1.1-1;Integrated management of water and other natural resources in Africa;;en
12724;ENV.2010.2.1.1-2;Integrated resource management based on land and land-use management;;en
12725;ENV.2010.2.1.2-1;Evaluation of effectiveness of economic instruments in integrated water policy;;en
12726;ENV.2010.2.1.2-2;ERA-net on water management;;en
12727;ENV.2010.2.1.4-1;Functional significance of forest biodiversity;;en
12728;ENV.2010.2.1.4-2;ERA-net on Biodiversity: Towards integrated European biodiversity research strategy and programmes;;en
12729;ENV.2010.2.1.4-3;Developing a European scientific biodiversity Network to inform policy-making and economic actors;;en
12730;ENV.2010.2.1.4-4;Increasing the understanding of the role of soil biodiversity in ecosystem functioning;;en
12731;ENV.2010.2.1.5-1;Assessing vulnerability of urban systems, populations and goods in relation to natural and man-made disasters in Africa;;en
12732;ENV.2010.2.2.1-1;"North Atlantic Ocean and associated shelf-seas protection and management options – collaboration with US &amp; Canada";;en
12733;ENV.2010.2.2.1-2;Global plankton data set building in view of modelling;;en
12734;ENV.2010.2.2.1-3;Coordination actions to support FP6 NoEs durable integration;;en
12735;ENV.2.2.2.;The Ocean of Tomorrow;;en
12736;ENV.2010.2.2.2-01;delete;;en
12737;ENV.2010.2.2.2-02;delete;;en
12738;ENV.2010.2.2.2-03;Sub-seabed carbon storage and the marine environment (Call: FP7-2010-OCEAN);;en
12739;ENV.2010.3.1.1-1;Technologies and systems for urban water cycle services;;en
12740;ENV.2010.3.1.1-2;Innovative system solutions for municipal sludge treatment and management;;en
12741;ENV.2010.3.1.1-3;Decentralised water supply and sanitation technologies and systems for small communities and peri-urban areas;;en
12742;ENV.2010.3.1.1-4;Water harvesting technologies in Africa;;en
12743;ENV.2010.3.1.3-1;"Innovative technologies and eco design recommendations for reuse and recycling of Construction and Demolition (C&amp;D) waste, with a special focus on technologies for onsite solutions";;en
12744;ENV.2010.3.1.3-2;Innovative technologies and system solutions for municipal solid waste management in densely populated cities;;en
12745;ENV.2010.3.1.3-3;Materials, technologies and processes for sustainable automotive electrochemical storage applications;;en
12746;ENV.2010.3.1.4-1;Integrated Pollution Prevention and Control of industrial emissions in the Mediterranean region;;en
12747;ENV.2010.3.1.4-2;ERA-net on Eco-innovation;;en
12748;ENV.2010.3.1.5-1;Resource efficient and urban friendly construction sites;;en
12749;ENV.2010.3.1.5-2;Environmental technologies for brownfield regeneration;;en
12750;ENV.3.1.7.;Air technologies;;en
12751;ENV.2010.3.1.7-1;Technologies for automated monitoring of air pollution in cities;;en
12752;ENV.3.1.8.;Technologies for climate;;en
12753;ENV.2010.3.1.8-1;Development of technologies for long-term carbon sequestration;;en
12754;ENV.2010.3.2.1-1;Non-destructive diagnosis technologies for the safe conservation of movable cultural assets;;en
12755;ENV.2010.3.2.4-1;Compatible solutions for improving the energy efficiency of historic buildings in urban areas;;en
12756;ENV.2010.3.3.1-1;Reduction of the use of animals in eco-toxicological safety testing;;en
12757;ENV.2010.3.3.2-1;Boosting Life Cycle Assessment use in SMEs: development of sectoral methods and tools;;en
12758;ENV.2010.4.1.1-1;"Supporting the integration of European and international R&amp;D programmes in GEO";;en
12759;ENV.2010.4.1.2-1;Building observational datasets for the predictability of global atmospheric, oceanic and terrestrial processes using reanalysis techniques;;en
12760;ENV.2010.4.1.2-2;Integrating new data visualisation approaches of earth Systems into GEOSS development;;en
12761;ENV.2010.4.1.3-1;Exploring GNSS (global navigation satellite systems) applications for Global Environmental Earth Observation and GEOSS (Global Earth Observation Systems of Systems);;en
12762;ENV.2010.4.1.3-2;Global Observation Systems for Mercury;;en
12763;ENV.2010.4.1.4-1;Identification and Networking of EO activities in the Balkan area;;en
12764;ENV.2010.4.2.1-1;Enhancing model integration for the assessment of global environmental change;;en
12765;ENV.2010.4.2.2-1;Development of integrated economic and environmental accounts;;en
12766;ENV.2010.4.2.3-1;Foresight to enhance behavioural and societal changes enabling the transition towards sustainable paths in Europe;;en
12767;ENV.2010.4.2.3-2;"Producing a shared vision on how to harness R&amp;D to sustainability";;en
12768;ENV.2010.4.2.3-3;Brokerage activities to promote sustainable consumption and production patterns;;en
12769;ENV.2010.5.1.0-1;Dissemination and uptake of FP environmental research results with tangible impact on economic growth and social welfare;;en
12770;ENV.2010.5.1.0-2;Dissemination and exploitation of research results to enhance impacts of environment research activities in an enlarged Europe;;en
12771;ERC-SG-PE;ERC Starting Grant Physical Sciences and Engineering Domain;;en
12772;ERC-SG-PE9;ERC Starting Grant - Universe sciences;;en
12773;ERC-SG-PE10;ERC Starting Grant - Earth system science;;en
12774;ERC-SG-SH;ERC Starting Grant Social Sciences and Humanities Domain;;en
12775;ERC-SG-SH6;ERC Starting Grant - The study of the human past;;en
12776;ERC-SG-LS;ERC Starting Grant Life Sciences Domain;;en
12777;ERC-SG-LS8;ERC Starting Grant - Evolutionary, population and environmental biology;;en
12778;ERC-SG-LS9;ERC Starting Grant - Applied life sciences and biotechnology;;en
12779;ERC-SG-ID;ERC Starting Grant Interdiscipinary Domain;;en
12780;ERC-SG-ID1;ERC Starting Grant Interdisciplinary Panel;;en
12781;ERC-AG-PE;ERC Advanced Grant Physical Sciences and Engineering Domain;;en
12782;ERC-AG-SH;ERC Advanced Grant Social Sciences and Humanities Domain;;en
12783;ERC-AG-LS;ERC Advanced Grant Life Sciences Domain;;en
12784;ERC-AG-ID;ERC Advanced Grant Interdiscipinary Domain;;en
12785;ERA-NET.2010.1;Support Actions for assessing the impact of the ERA-NET scheme and optimising its operational modalities;;en
12786;ERA-GPC.2010.1;Actions in support of the European Union's initiative on Joint Programming in Research;;en
12787;AAT.2010.1.1-1.;Flight physics;;en
12788;AAT.2010.1.1-2.;Aerostructures;;en
12789;AAT.2010.1.1-3.;Propulsion;;en
12790;AAT.2010.1.1-4.;Systems and equipment;;en
12791;AAT.2010.1.1-5.;Avionics;;en
12792;AAT.2010.1.1-6.;Enhancing strategic international cooperation with Russia in the field of advanced aerodynamics and innovative design concepts for high-aspect ratio wings and associated high-lift systems;;en
12793;AAT.2010.1.1-7.;Enhancing strategic international co-operation with Russia in the field of advanced engine noise control based on plasma actuators;;en
12794;AAT.2010.1.1-8.;Enhancing strategic international co-operation with China in the field of advanced aircraft noise prediction and control methods;;en
12795;AAT.2010.1.2-1.;Production;;en
12796;AAT.2010.1.2-2.;Maintenance and disposal;;en
12797;AAT.2010.1.3-1.;Flight profiles;;en
12798;AAT.2010.1.3-2.;Airports;;en
12799;AAT.2010.1.3-3.;Design systems and tools - Understanding interactions between air transport, environment and society;;en
12800;AAT.2010.3.1-2.;Noise and vibration;;en
12801;AAT.2010.3.3-1.;Aerostructures;;en
12802;AAT.2010.3.3-2.;Systems and equipment;;en
12803;AAT.2010.3.3-3.;Avionics;;en
12804;AAT.2010.3.4-1.;Design systems and tools;;en
12805;AAT.2008.4.1.5.;Production;;en
12806;AAT.2010.4.1-1.;Design systems and tools;;en
12807;AAT.2010.4.1-2.;Aerostructures;;en
12808;AAT.2010.4.1-3.;Systems and equipment;;en
12809;AAT.2010.4.1-4.;Avionics;;en
12810;AAT.2010.4.1-5.;Production;;en
12811;AAT.2010.4.1-6.;Enhancing strategic international co-operation with Russia in the field of novel composite structures and associated manufacturing methods based on geodesic concepts;;en
12812;AAT.2010.4.1-7.;Enhancing strategic international co-operation with Russia in the field of advanced simulation in propulsion;;en
12813;AAT.2010.4.1-8.;Enhancing strategic international co-operation with China in the field of casting of large titanium aerostructures components;;en
12814;AAT.2010.4.1.9.;Enhancing strategic international co-operation with Russia in the field of advanced simulation for propulsion;;en
12815;AAT.2010.4.2-1.;Flight physics;;en
12816;AAT.2010.4.2-2.;Aerostructures;;en
12817;AAT.2010.4.2-3.;Propulsion;;en
12818;AAT.2010.4.2-4.;Systems;;en
12819;AAT.2010.4.2-5.;Avionics;;en
12820;AAT.2010.6.1-1.;Lift;;en
12821;AAT.2010.6.1-2.;Propulsion;;en
12822;AAT.2010.6.1-3.;Interior space;;en
12823;AAT.2010.6.1-4.;Life-cycle;;en
12824;AAT.2010.6.2-1.;Novel air transport vehicles;;en
12825;AAT.2010.6.2-2.;Guidance and control;;en
12826;AAT.2010.6.2-3.;Airports;;en
12827;AAT.2010.6.3-1.;The cruiser/feeder concept;;en
12828;AAT.2010.6.3-2.;Take-off and landing with ground-based power;;en
12829;AAT.2010.6.3-3.;Personal air transport systems;;en
12830;AAT.2010.6.3-4.;New sources of aircraft main propulsive power;;en
12831;AAT.2010.7-3.;Improving passenger choice in air transportation with the incorporation of additional and new vehicles;;en
12832;AAT.2010.7-4.;Retrofitting for improved sustainability and economic viability of aeronautical products;;en
12833;AAT.2010.7-6.;Stimulating research with International Cooperation Partner Countries;;en
12834;AAT.2010.7-9.;Supporting the organisation of conferences and events of special relevance to aeronautics and air transport research;;en
12835;AAT.2010.7-11.;Stimulating the participation of small and medium size enterprises (SME) and other small organisations for improved integration of the European Research Area;;en
12836;AAT.2010.7-12.;Assessing and further developing the role of small aircraft in the air transport system;;en
12837;AAT.2010.7-13.;Observation platform to assess the fulfilment of Vision 2020 goals from technological and institutional standpoints;;en
12838;AAT.2010.7-14.;Platform to stimulate the development of breakthrough technologies and concepts enabling step changes in aviation;;en
12839;AAT.2010.7-15.;Updating the strategic agenda for aeronautics and air transport research in Europe;;en
12840;AAT.2010.7-16.;Exploring opportunities and stimulating research cooperation with the United States of America;;en
12841;AAT.2010.7-17.;Socio-economic incentives and barriers to innovation in air transport;;en
12842;SST.2010.1.1-1.;Carbon footprint of freight transport;;en
12843;SST.2010.1.1-2.;Energy efficiency of ships;;en
12844;SST.2010.1.1-3.;Attenuation of ground-borne vibration affecting residents near railway lines;;en
12845;SST.2010.1.1-4.;Advanced after treatment solutions for mitigation of emissions from ships;;en
12846;SST.2010.1.3-1.;Transport modelling for policy impact assessments;;en
12847;SST.2010.1.3-2.;Social and economic impacts of transport policy;;en
12848;SST.2010.2.1-1.;Fast implementation of innovative/effective rail technologies to improve rail freight services;;en
12849;SST.2010.2.1-2.;Efficient interfaces between transport modes;;en
12850;SST.2010.2.1-3.;Development and promotion of best practice in freight logistics;;en
12851;SST.2010.2.1-4.;Demonstration project for the rail freight network;;en
12852;SST.2010.4.1-1.;Safety and security by design in transport stations and terminals;;en
12853;SST.2010.4.1-2.;Minimizing the risk of fatigue failure of railway axles;;en
12854;SST.2010.5.1-1.;Improved through-life asset management through application of advanced production, retrofit and dismantling processes;;en
12855;SST.2010.5.2-1.;Automated and cost effective railway infrastructure maintenance;;en
12856;SST.2010.5.2-2.;The sustainable freight railway: Designing the freight vehicle – track system for higher delivered tonnage with improved availability at reduced cost;;en
12857;SST.2010.5.2-3.;Step changes in rail freight logistics: new technologies and methods to increase freight competitiveness in the emerging low density, high value market;;en
12858;SST.2010.5.2-4.;Competitive continental shipping including port operations;;en
12859;SST.2010.5.2-5.;Upgraded maritime transport information management;;en
12860;SST.2010.6-1.;Towards improved technology transfers;;en
12861;SST.2010.6-2.;Maritime industry knowledge network;;en
12862;SST.2010.6-3.;ERA-NET MARTEC II;;en
12863;SST.2010.6-4.;delete;;en
12864;GC;THE ‘EUROPEAN GREEN CARS INITIATIVE’;;en
12865;GC-SST.2010.7-1.;Electrical machines;;en
12866;GC-SST.2010.7-2.;Integrated electric auxiliaries and on-board systems;;en
12867;GC-SST.2010.7-3.;Optimised thermal engine development and integration;;en
12868;GC-SST.2010.7-4.;Smart storage integration;;en
12869;GC-SST.2010.7-5.;Advanced electric vehicle concepts;;en
12870;GC-SST.2010.7-6.;Implementing Public-Private Partnership in the ‘European Green Cars Initiative’;;en
12871;GC-SST.2010.7-7.;Raising awareness of potential job opportunities related to the electrification of road transport;;en
12872;GC-SST.2010.7-8.;Green Cars - Integrated EU demonstration project on electromobility;;en
12873;GC-SST.2010.7-9.;Materials, technologies and processes for sustainable automotive electrochemical storage applications;;en
12874;TPT.2010-1.;Global challenges in a long term perspective: 2030-2050;;en
12875;TPT.2010-2.;Prospects on upcoming global competition for the European transport industry on clean transport systems;;en
12876;TPT.2010-3.;Exploring future transport paradigms beyond 2050;;en
12877;TPT.2010-4.;"Optimisation and integration of R&amp;D efforts for transport of passengers by enhanced intermodality";;en
12878;TPT.2010-5.;Demand/supply management and logistics for transport of passengers through increased co-modality and understanding of social behaviour;;en
12879;TPT.2010-6.;Alternative fuels in transport;;en
12880;TPT.2010-7.;Noise mitigation research in transport: coordination of research and strategies;;en
12881;TPT.2010-8.;Analysis of the state of ERA development within the transport domain;;en
12882;TPT.2010-9.;Market uptake of transport research and role of actors and regions;;en
12883;TPT.2010-10.;Supporting the organisation of conferences or events of special relevance to the European transport sector;;en
12884;TPT.2010-11.;Environmental transport database;;en
12885;SEC-2010.1.2-1;Information and knowledge management for the prevention of organised crime;;en
12886;SEC-2010.1.3-1;Innovative tools to combat organised crime and terrorism financing and money laundering;;en
12887;SEC-2010.1.3-2;Tackling counterfeit medicines and related criminal networks;;en
12888;SEC-2010.1.3-3;Detection of IED manufacturing facilities;;en
12889;SEC-1.4;Ordinary Crime and Forensic;;en
12890;SEC-2010.1.4-1;Advanced forensic toolbox;;en
12891;SEC-2010.1.4-2;Controlling the change of properties of chemicals to preclude misuse;;en
12892;SEC-2010.2.1-1;Security of mass transportation - phase II;;en
12893;SEC-2010.2.3-1;Planning, (re)design, and (re)engineering of urban areas to make them less vulnerable and more resilient to security threats;;en
12894;SEC-2010.2.3-2;Assessment framework and tools to identify vulnerabilities of energy grids and energy plants, and to protect them against cascading effects;;en
12895;SEC-2010.2.3-3;Automatic detection and recognition of threats to critical assets in large unpredictable environment;;en
12896;SEC-2.4;Supply chain;;en
12897;SEC-2010.2.4-1;New concepts to meet the requirements for the protection of civil/commercial aviation;;en
12898;SEC-2010.3.1-1;European-wide integrated border control system - phase II;;en
12899;SEC-2010.3.2-1;Monitoring and tracking of shipping containers;;en
12900;SEC-2010.4.1-1;Aftermath crisis management - phase I;;en
12901;SEC-2010.4.2-1;Interoperability of data, systems, tools and equipment;;en
12902;SEC-2010.4.2-2;Preparedness and Resilience to a CBRN crisis;;en
12903;SEC-2010.4.2-3;Information acquisition using dedicated platforms, including UAV, aerostatic platforms (balloons) and satellites;;en
12904;SEC-2010.4.3-2;Adaptation of existing Decision Support Systems (DSS) to new radiological threats;;en
12905;SEC-4.4;CBRN Response;;en
12906;SEC-2010.4.4-1;Basic service restoration (e.g. energy, water, communication), business continuity, domestic/environmental normality;;en
12907;SEC-2010.6.1-1;Signs of ‘early warning’ to detect trends and weak signals in social polarisation, radicalisation development and segregation;;en
12908;SEC-2010.6.1-2;Develop models and tools to detect and evaluate risks of terrorism;;en
12909;SEC-2010.6.1-3;Reduction of the cognitive biases in intelligence analysis;;en
12910;SEC-2010.6.3-1;Developing a reference framework for the European security culture: the perception of threats and the trust in public authorities and the police and the perception of security as a service;;en
12911;SEC-2010.6.3-2;Fore sighting the contribution of security research to meet the future EU roles;;en
12912;SEC-2010.6.3-3;Research on rigorous methodologies for assessment of security investments and trade-off between security and other societal objectives (e.g. privacy and social cohesion);;en
12913;SEC-2010.6.4-1;Cost-benefit analysis of the present and future security measures in Europe;;en
12914;SEC-2010.6.5-1;Review existing codes of conduct, best practises, etc. as to the ethical use of security technologies and the corresponding legal requirements - make recommendations where shortfalls exist;;en
12915;SEC-2010.6.5-2;Use of smart surveillance systems, data protection, integrity and sharing information within privacy rules;;en
12916;SEC-2010.7.0-1;Networking of researchers for a high level multi-organisational and cross-border collaboration;;en
12917;SEC-2010.7.0-2;Feasibility study for EU policy on high-level multi-organisational and trans-boundary interoperable field labs and test centres;;en
12918;SEC-2010.7.0-3;Critical and emerging technologies for security;;en
12919;SEC-2010.7.0-4;Organisation of a ‘security’ competition;;en
12920;SEC-2010.7.0-5;Co-ordination of national research programmes in the area of Security research (ERA-NET);;en
12921;SEC-2010.7.0-6;Trans-national co-operation among NCPs - phase 2;;en
12922;SEC-2010.4.3-1;Alert and communication, including the role of media, towards the population in crises management;;en
12923;SSH-2010-1.1-1;Demand-driven research and innovation policies for growth, welfare and wellbeing;;en
12924;SSH-2010-1.2-1;Changing the role of the financial system to better serve economic, social and environmental objectives;;en
12925;SSH-2010-1.3-1;The public sector of the future;;en
12926;SSH-2010-2.1-1;Creating and adapting jobs in Europe in the context of a socio-ecological transition;;en
12927;SSH-2010-2.1-2;Local welfare systems favouring social cohesion;;en
12928;SSH-2010-2.1-3;Analysis of the impacts of global changes;;en
12929;SSH-2010-2.1-4;Social Platform on Sustainable Lifestyles;;en
12930;SSH-2010-2.2-1;EU regions and their interaction with the neighbourhood regions;;en
12931;SSH-2010-3.2-1;Addictions and lifestyles in contemporary European societies;;en
12932;SSH-2010-4.1-1;Europe facing a rising multi-polar world;;en
12933;SSH-2010-4.1-2;Collective challenges for Latin American and Caribbean Countries;;en
12934;SSH-2010-4.1-3;Understanding urbanisation trends and processes in contemporary China;;en
12935;SSH-2010-4.2-1;Cultures of governance and conflict resolution in Europe and India;;en
12936;SSH-2010-5.1-1;Democracy and the shadows of totalitarianism and populism: the European experience;;en
12937;SSH-2010-5.2-1;European Identities: Inner and outer perceptions of Europe and the EU;;en
12938;SSH-2010-5.2-2;Reinterpreting Europe's cultural heritage: towards the 21st century library and museum?;;en
12939;SSH-2010-7.2.1;Support to European Research Area (ERA) Foresight;;en
12940;SSH.2010.8-1;Mobilising the network of NCPs for specific tasks;;en
12941;SSH-2010-8.2;METRIS II;;en
12942;SSH-2010-8.3;Spanish Presidency Conference on science and poverty;;en
12943;SSH-2010-8.4;Support to ex-ante impact assessment of SSH programmes for FP8;;en
12944;SSH-2010-8.5;Quantification of climate change impacts on economic sectors in the Arctic - Call : FP7-OCEAN-2010;;en
12945;SSH-2010-8.6;Vectors of changes in marine life, impact on economic sectors - Call : FP7-OCEAN-2010;;en
12946;SSH-2010-8.7;Sub-seabed carbon storage and the marine environment - Call : FP7-OCEAN-2010;;en
